 65, 89, 18, 39, 27, 34, 45, 59,144, 42, 51,255
 29, 40, 38,  4, 39, 10, 25, 42,130, 47, 44,255
 84, 96,  0, 19, 32,  3,  7, 56,134, 47, 59,255
 84, 88, 21,  7, 32,  1,  5, 51,138, 54,103,255
 90, 50, 43,  5, 24, 10, 14, 47,100, 73, 62,255
 40,178, 13,  3, 69,  5,  7, 33,154, 37, 66,255
 73, 62, 55, 20, 27,  9, 47, 52,120, 87, 92,255
 73, 62, 55, 20, 27,  9, 47, 52,120, 87, 92,255
105, 90, 46,  8, 33, 14, 23, 51,106, 41, 48,255
 77, 69, 30,  7,136,  6,  4, 47, 96, 97, 92,255
 90, 98, 33,  6, 25,  7,  9, 47,114,140, 85,255
 63,100,  3,  4, 17,  3,  2, 44,150, 42, 55,255
 16, 74, 23,  5, 19,  6, 34, 30,233, 48,188,255
 82,145, 66,  6, 44, 18, 63, 48,104, 73, 44,255
103, 35, 79,  3, 44,  9, 18, 48,104, 51, 55,255
 54, 54, 35,  3, 24,  3,  3, 42,122, 48, 44,255
 37, 39, 56,  3, 27,  9, 52, 40,118, 51, 44,255
105, 98, 39,  4, 27,  2,  9, 49, 85, 74, 44,255
 59, 74,  6,  6, 25,  6,  5, 41,134, 58, 51,255
 59, 71,  6,  5, 24,  4,  4, 41,132, 60, 51,255
101, 50, 55,  9, 30, 25, 66, 48, 94, 48, 51,255
 80, 73, 23,  8, 42, 28, 39, 41, 88, 58, 81,255
 82, 91,  6, 12, 31, 21, 22, 52,122, 44, 55,255
134, 57, 87, 10, 25,  2,  2, 49, 63, 58, 59,255
 77, 93, 18, 17, 43, 43, 61, 55,106, 78, 51,255
 84, 86, 27,  6, 28, 14, 28, 51,140, 53, 73,255
 73, 52, 47,  7, 27,  7, 23, 44,136, 45, 51,255
105, 54, 61,  6, 29, 15, 27, 53,142, 60, 44,255
 82,103, 75,  4, 44, 16, 62, 47, 96, 70, 48,255
 77, 74, 24,  5, 32,  9, 17, 47,130, 57, 55,255
 67,111,  7,  5, 30, 10, 28, 46,132, 50, 66,255
 71,109,  7, 15, 32,  2,  2, 44,136, 24,107,255
 71,109,  7, 15, 32,  2,  2, 44,136, 24,107,255
 77, 74, 16,  3, 29,  8, 19, 47,138, 51, 59,255
 59,106, 10,  3, 28,  4,  5, 44,142, 51, 99,255
115, 40, 87,  5, 27, 23, 34, 48,110, 81, 99,255
 88,106,  7,  5, 27,  6,  7, 44,122,104, 92,255
 82, 93, 12,  5, 28, 12, 12, 47,118, 45, 55,255
 82,100, 35,  5, 33, 14, 52, 44,118, 37, 55,255
 82,103, 33,  5, 31, 15, 51, 44,116, 37, 55,255
 94,101, 39,  5, 31,  8, 21, 51,116, 44, 44,255
124, 40, 82,  7, 36, 23, 45, 55,110, 85, 59,255
105, 56, 98,  6, 35,  7, 21, 56,162, 63, 92,255
105, 56, 98,  6, 35,  7, 21, 56,162, 63, 92,255
 63,119,  0,  7, 40, 11, 14, 46,158, 47, 99,255
 61,113, 18,  5, 32,  9, 43, 42,130, 42, 77,255
 94, 92, 30,  3, 30, 23, 66, 49, 86,128, 40,255
 50, 62, 30,  3, 25,  1,  5, 42,136, 48, 44,255
 84, 59,107,  5,192, 18, 35, 50, 81,151, 51,255
 75, 71, 72,  5, 32, 17, 39, 48,126, 50, 40,255
 73,100, 39,  4,166, 13, 26, 48, 86,131, 51,255
 52, 37, 73,  4, 25, 15, 32, 43,142, 80, 85,255
 65, 79, 23,  6, 28, 15, 19, 44,136, 53, 77,255
101, 69, 43,  5, 42, 16, 76, 49, 41,247, 70,255
101, 69, 43,  5, 42, 16, 76, 49, 41,247, 70,255
 82, 69, 39,  5, 22,  7, 14, 46,132, 60, 59,255
 82, 69, 39,  5, 22,  7, 14, 46,132, 60, 59,255
115, 52, 67,  5, 41, 29, 69, 52, 83,143, 55,255
 67, 91, 12,  4, 28,  6, 10, 52,150, 44, 36,255
 86, 74, 39,  5, 29, 36, 78, 45,100, 45, 55,255
101, 69, 44,  5, 42, 15, 74, 49, 41,252, 66,255
 25,159,  6,  3, 15, 35, 46, 32,203, 37, 92,255
 18, 88, 26,  6, 20, 14, 58, 29,223, 54,181,255
 63,118,  0,  9, 39,  6,  9, 46,144, 48, 99,255
 67, 71, 38,  5, 25,  1,  9, 45,104, 58, 44,255
 80,139,  9,  7, 29,  3,  2, 47,132, 48, 66,255
 90, 79, 27,  5, 30, 10, 17, 49,114, 53, 36,255
 90, 79, 27,  5, 30, 10, 17, 49,114, 53, 36,255
 94, 90, 46,  5, 31,  8, 25, 49,134, 55, 81,255
 84, 71, 46,  5, 27,  6,  9, 43,116, 48, 88,255
 90, 84, 33,  5, 28,  9, 34, 47,112, 41, 44,255
 90, 84, 33,  5, 28,  9, 34, 47,112, 41, 44,255
 71, 69, 36,  6, 25,  3, 17, 43,120, 37, 51,255
 84, 56,104,  4,194, 15, 37, 50, 71,156, 48,255
 50, 93, 47,  4, 33, 12, 34, 48,146, 81, 48,255
 88, 42, 81,  7, 34, 15, 43, 51,128, 83, 59,255
 90,119, 79,  5, 47, 31, 86, 48, 96, 67, 48,255
 84, 81, 29,  4, 40,  9, 24, 45, 92,101, 55,255
 84, 81, 29,  4, 40,  9, 24, 45, 92,101, 55,255
 96, 91, 13,  6, 31,  8, 59, 45, 85, 63, 66,255
 96, 88, 15,  6, 32, 11, 61, 45, 85, 63, 66,255
132, 39, 67,  6, 30, 18, 23, 57,118, 64, 62,255
118, 54, 47,  6, 34, 10, 32, 46, 69, 58, 92,255
 94, 78, 43,  5, 28,  8, 19, 52,132, 55, 73,255
 84, 81, 18,  5, 30,  5, 12, 48,128, 40, 51,255
105, 79,  6,  6, 46, 11, 29, 44, 96, 54,107,255
105, 79,  6,  6, 46, 11, 29, 44, 96, 54,107,255
 67,103, 12,  4, 37, 18, 48, 43,122, 45, 44,255
 73,168, 13,  4, 71,  7, 48, 44,114, 50, 36,255
 73,104,  0,  7, 27,  1,  4, 53,152, 42, 44,255
 88,107,  0,  7, 30,  8, 16, 51,142, 44, 55,255
 84, 71, 26,  3, 30, 17, 56, 43,132, 37, 55,255
109, 91,  6,  5, 58, 23, 49, 55, 86, 68, 51,255
 92,212,  0,  4, 30,  1,  3, 45,160, 38,107,255
 90,212,  0,  4, 30,  1,  3, 45,162, 37,107,255
 88, 86, 24,  4, 23,  1,  5, 44,138,100, 92,255
 48, 50, 23,  4, 26,  4,  7, 41,138, 50, 51,255
 88,113, 86,  5, 46, 25, 75, 47,102, 63, 51,255
 37, 71, 13,  6, 16, 14, 54, 32,179, 58,184,255
 37, 71, 13,  6, 16, 14, 54, 32,179, 58,184,255
 59, 71,  1,  3, 21, 14, 11, 39,134, 51, 66,255
 86,163,  7,  6, 31, 10, 13, 43, 98, 47, 70,255
 96,113, 16,  5, 34, 13, 33, 46, 92, 85, 59,255
 96,113, 16,  5, 34, 13, 33, 46, 92, 85, 59,255
 94,107, 23,  4, 33,  7, 27, 47,100, 78, 55,255
 94,107, 23,  4, 33,  7, 27, 47,100, 78, 55,255
 71, 56, 55,  5, 30, 10, 22, 49,150, 60, 44,255
 84, 81, 29,  5, 30, 12, 58, 44,120, 45, 55,255
 84, 81, 29,  5, 30, 14, 59, 44,118, 45, 55,255
 29, 44,  0,  4, 17, 23, 33, 22,189, 81,221,255
 29, 44,  0,  4, 17, 23, 33, 22,189, 81,221,255
 52, 52, 12,  4, 24,  1,  8, 40,122, 51, 51,255
 90,100, 84,  4, 45, 27, 79, 47, 88, 57, 51,255
 42,102,  3,  4, 33, 17, 51, 35,162, 42, 73,255
 80, 69, 39,  3, 96,  7, 48, 47, 77, 83, 48,255
 65, 69, 15,  6, 27,  9, 14, 43,138, 51, 81,255
 92, 54, 67,  8, 33,  8, 21, 51,160, 55, 92,255
 73, 42, 72,  5, 28,  3,  2, 42,120, 44, 85,255
113, 74,153, 10,254, 27, 37, 61,  3,254, 51,255
 77, 88,  4,  4, 36, 21, 54, 38,124, 45, 77,255
 77, 88,  4,  4, 36, 21, 54, 38,124, 45, 77,255
 69, 59, 64, 19, 25, 24, 72, 50,138, 71, 92,255
 69, 59, 64, 19, 25, 24, 72, 50,138, 71, 92,255
 69, 59, 64, 19, 26, 23, 71, 50,138, 70, 92,255
 69, 59, 64, 19, 26, 23, 71, 50,138, 70, 92,255
 69,102,  0,  6, 27,  9,  9, 48,150, 40, 48,255
 63, 88, 27,  5, 29, 15, 47, 47,171, 50, 48,255
 80,147,  4,  5, 34,  5,  8, 43, 94, 48, 59,255
 80,102,  3,  2, 26,  7,  8, 46, 88,123, 44,255
 84, 76,  6,  4, 28, 14, 14, 45,120, 48, 73,255
 75, 88, 39, 26, 25, 30, 67, 54,128, 38, 51,255
 73, 86, 39, 25, 25, 30, 67, 54,128, 38, 51,255
 84, 93, 73,  4, 38, 11, 52, 44, 92, 57, 55,255
 63, 95, 15,  5, 32, 15, 55, 41,122, 42, 81,255
 73, 79,  4,  3, 26, 14, 21, 41,128, 37, 36,255
 63, 93, 10,  5, 33,  8, 22, 40,148, 47, 88,255
 77,106, 36,  4,148, 12, 33, 45, 55,196, 55,255
 86,136,  4,  4, 20,  2,  1, 49,126, 15, 40,255
 88, 57, 26,  5, 27,  4,  7, 49,112, 55, 44,255
 88, 57, 26,  5, 27,  4,  7, 49,112, 55, 44,255
 75, 91,  7,  5, 24, 20, 21, 44,138, 50,129,255
 73, 50, 32,  5, 30,  5, 17, 44,120, 35, 55,255
 73, 50, 32,  5, 30,  5, 17, 44,120, 35, 55,255
 65, 71,  6,  3, 32, 15, 25, 42,124, 80, 55,255
 77, 74, 64,  6, 33,  6, 18, 49,170, 55, 92,255
 67,123,  0,  7, 24,  5,  8, 48,150, 48, 59,255
105, 90, 21,  7, 24,  7, 21, 48, 92, 53, 55,255
105, 90, 21,  7, 24,  7, 21, 48, 92, 53, 55,255
107, 90, 75,  5,110, 19, 61, 49, 79,114, 48,255
 71,110,  3,  7, 28, 13, 21, 49,142, 42, 48,255
 63, 90, 30,  4, 28,  8, 34, 49,162, 51, 48,255
 61, 91, 32,  5, 29,  6, 32, 48,158, 51, 48,255
107, 39, 87,  5, 43, 22, 46, 49,106, 44, 62,255
 75, 52, 73,  5, 30, 11, 35, 49,122, 47, 44,255
 82,106, 15,  7, 31,  7, 11, 51,132, 38, 62,255
 86, 71, 50,  5, 31, 12, 80, 47, 94, 47, 55,255
 86, 69, 49,  5, 30, 14, 81, 47, 94, 47, 55,255
 92, 71, 53,  8, 28, 17, 71, 51,100, 57, 51,255
 54, 49, 38,  5, 27, 17, 25, 50,168, 57, 66,255
 63, 93, 18, 12, 38, 13, 70, 48,110, 55, 55,255
 80, 79, 32,  6, 26,  5, 12, 45,110, 47, 62,255
 80, 79, 32,  6, 26,  5, 12, 45,110, 47, 62,255
 84, 86, 50,  5, 27, 20, 66, 47,104, 45, 51,255
 73, 85, 46,  7, 27, 12, 28, 47,146, 53, 81,255
162, 37, 92,  5, 24,  9, 12, 54, 77,107, 77,255
 33,128, 12,  2, 15, 10, 51, 26,168, 90,184,255
 65,171,  9,  5, 22,  9, 14, 37,156, 30,125,255
122, 40, 72,  3, 19,  7, 10, 48, 98, 85, 85,255
105, 49, 73,  5, 37, 33, 81, 51, 63,116, 48,255
 63, 71, 16,  3, 27, 13, 25, 41,126, 81, 55,255
 67, 57, 53,  3, 33, 13, 19, 44,122, 47, 44,255
 67, 59, 55,  3, 33, 11, 18, 44,122, 48, 44,255
189, 37,113,  7, 36,  7, 12, 60, 94, 78,103,255
189, 37,113,  7, 36,  7, 12, 60, 94, 78,103,255
 84, 83, 47,  4, 25, 22, 66, 44,112, 44, 48,255
 84, 61, 43,  8, 38, 15, 52, 46, 98, 64, 51,255
151, 37, 89,  5, 19,  5,  7, 53,116, 94, 92,255
124, 76, 92,  5, 12,  3,  7, 42,114, 91,162,255
 88,109, 36,  8, 31,  7, 32, 47,124, 48, 73,255
164, 61, 98,  5, 21,  3,  5, 53, 96, 64, 81,255
 92, 83, 39,  6, 21, 23, 34, 43,114, 30, 77,255
 84,111, 12,  7, 35,  7, 20, 50,102, 70, 66,255
 67, 69, 75, 19, 21, 22, 67, 50,122, 77, 92,255
103, 92, 24,  5, 38, 10, 25, 44, 83, 50,110,255
 90,109, 33,  6, 26,  8, 20, 47,126, 47, 40,255
 77, 69, 29,  5, 28,  7, 22, 42,132, 45, 62,255
 84, 76, 50,  7, 30, 20, 81, 46,114, 54, 55,255
 84, 44, 56,  5, 30, 20, 30, 45,122, 53, 51,255
 75, 76, 39,  5, 38, 13, 38, 42, 85, 50, 51,255
 63, 90,  6,  3, 20,  3,  2, 40,138, 54, 55,255
101, 96, 38,  5, 31,  6, 12, 54,110, 54, 73,255
 96, 94, 55,  5, 33, 12, 28, 50,116, 50, 88,255
 82, 59, 38,  7, 27, 24, 33, 44,128, 51, 92,255
 82, 59, 38,  7, 27, 24, 33, 44,128, 51, 92,255
107, 86, 76,  5,138, 23, 44, 45, 63,199, 55,255
109,125, 21,  7, 33,  7,  9, 55,132, 58, 66,255
 65, 74, 38,  7, 30,  7, 18, 47,146, 40,110,255
 65, 74, 38,  7, 30,  7, 18, 47,146, 40,110,255
 29, 68,  6,  3, 19, 15, 58, 27,162, 57,155,255
 88, 50,  9,  4, 29,  9, 25, 44,128, 42, 70,255
 99, 49, 30,  8, 34, 15, 30, 53,122, 68, 59,255
 92,156, 13,  6, 23,  5, 18, 47,118, 47, 36,255
 92,156, 13,  6, 23,  5, 18, 47,118, 47, 36,255
 71, 93,  0,  5, 37, 11, 18, 47,128, 51, 36,255
 71, 93,  0,  5, 37, 11, 18, 47,128, 51, 36,255
 71, 93,  0,  5, 37, 11, 18, 47,128, 51, 36,255
 71, 96,  0,  5, 37, 12, 19, 47,128, 51, 44,255
107, 94, 56,  4,107,  3, 32, 49, 55,124, 48,255
172, 50, 86,  5, 35,  4, 10, 59, 83, 70,107,255
 82, 85, 15,  4, 39, 23, 60, 41, 71, 38, 66,255
236, 22, 67,  6, 27,  7, 10, 63, 69, 88, 44,255
236, 22, 67,  6, 27,  7, 10, 63, 69, 88, 44,255
 73, 98,  0,  5, 31,  4,  9, 55,175,106, 70,255
 73, 98,  0,  5, 31,  4,  9, 55,175,106, 70,255
 69,102, 10,  5, 27, 13, 26, 47,130, 42, 55,255
 92, 88, 26,  6, 26,  8, 39, 45, 94, 32, 48,255
 82, 76,  9,  4, 27,  7, 19, 44,124, 37, 66,255
147, 40, 67,  3, 22, 13, 18, 55, 98, 80, 73,255
 69, 88,  0,  4, 27, 13, 16, 49,148, 68, 70,255
 69, 88,  0,  4, 27, 13, 16, 49,148, 68, 70,255
153, 45, 73,  9, 34,  3,  8, 56, 88, 44, 92,255
 82,118, 64,  5, 35,  6, 47, 43,100, 53, 55,255
 88, 83, 35, 10, 27, 14, 66, 47,106, 50, 48,255
118, 44, 56,  6, 27,  3,  4, 53, 98, 57, 44,255
 59,104,  0,  5, 27,  9, 29, 47,152, 64, 44,255
 82, 56,116,  4,255,  6, 22, 47, 67,148, 51,255
130, 39, 72,  7, 32, 11, 15, 61,126, 83, 92,255
 86, 42, 35,  4, 28, 15, 22, 44,112, 61, 48,255
 67,152,  6,  5, 33,  9, 35, 41,124, 54, 51,255
 88, 74,  4,  4, 25,  7, 17, 42,122, 50, 73,255
 86, 49, 35,  4, 28, 19, 25, 45,110, 64, 48,255
183, 81, 75,  7, 23,  3, 12, 62, 71, 93,107,255
168, 30, 79,  4, 26,  4,  2, 47, 94, 71, 81,255
 90,134,  0, 10, 36, 22, 32, 64,173, 71, 66,255
 86, 45, 70, 11, 29, 12, 18, 50,124, 91,177,255
 65, 78,  6,  9, 28,  5, 12, 56,191, 98, 51,255
 65, 78,  6,  9, 28,  5, 12, 56,191, 98, 51,255
162, 17, 78, 13, 40,  2,  9, 61,110,107, 77,255
162, 17, 78, 13, 40,  2,  9, 61,110,107, 77,255
162, 17, 78, 13, 40,  2,  9, 61,110,107, 77,255
 86, 79,  9, 13, 33, 23, 32, 46,126, 64, 99,255
 86, 79,  9, 13, 33, 23, 32, 46,126, 64, 99,255
149, 49, 89, 13, 26, 14, 34, 60, 98, 80, 77,255
 96,107, 30,  7, 28,  7, 18, 50,116, 60, 51,255
 77, 96, 27, 25, 33, 23, 51, 59,130, 78, 51,255
136, 40, 69, 22, 27,  3,  4, 51,100, 85,169,255
107, 54, 49, 19, 33,  7, 24, 58,130, 78, 92,255
107, 54, 49, 19, 33,  7, 24, 58,130, 78, 92,255
160, 30, 67, 11, 26,  4,  7, 56, 79, 85, 48,255
 82, 32,104, 11,147,  3,  2, 49,104,123, 70,255
 80, 74, 18,  9, 24,  9, 27, 49,126, 50, 40,255
128, 86, 10, 10, 39, 27, 38, 64,116, 70, 66,255
128, 86, 10, 10, 39, 27, 38, 64,116, 70, 66,255
172, 62, 84,  5, 27, 21, 25, 61, 75, 77, 85,255
 77, 54, 18,  9, 35, 24, 27, 47,128, 68, 85,255
103, 74, 13,  7, 34, 16, 25, 51,122, 91, 96,255
103, 74, 13,  7, 34, 16, 25, 51,122, 91, 96,255
164, 57, 81, 10, 40, 28, 54, 68, 94,104, 44,255
151, 20, 73,  5,141,  4,  7, 53,114, 70, 92,255
139, 79, 35,  8, 34, 15, 24, 60, 98, 60, 85,255
 65, 47, 38,  7, 37,  3,  5, 45,136, 54, 77,255
200, 44, 79, 10, 36, 14, 27, 70, 65, 84, 55,255
147, 71, 70,  7, 27,  3, 12, 63, 65, 60, 55,255
143,127, 56,  7, 32, 22, 37, 54, 86, 42, 70,255
 69, 93,  9,  5, 31,  6, 13, 56,187, 73, 59,255
 71, 96,  3,  6, 36,  3, 14, 59,187, 83, 62,255
 65,100,  9,  5, 30,  6, 15, 55,189, 70, 59,255
 77, 76,  9,  7, 32, 16, 22, 46,130, 53, 99,255
153, 17, 73,  3, 24,  5,  5, 50, 98, 60, 77,255
 94,106, 18,  7, 35,  9, 12, 60,156, 71, 73,255
 75,100, 18,  3, 74,  3,  8, 43,132, 45, 55,255
 96, 96, 92,  5, 43,  9, 49, 50, 94, 42, 44,255
136, 76, 73,  7, 22,  4, 11, 62, 79, 53, 48,255
136, 76, 73,  7, 22,  4, 11, 62, 79, 53, 48,255
 80, 91, 49,  6, 30,  5, 28, 46,126, 42, 51,255
136, 56, 64,  7, 86,  4,  4, 60, 92, 57, 55,255
136, 59, 67,  7, 86,  3,  3, 60, 92, 58, 55,255
 75, 35, 58,  4, 22,  7, 14, 47,136, 44, 55,255
 86, 76, 36,  5, 26, 12, 58, 43,108, 45, 51,255
109, 64, 47,  8, 35, 15, 54, 54,118, 58, 55,255
101, 66, 46,  9, 28, 25, 75, 51,114, 44, 51,255
 75, 47, 44,  7, 33, 22, 38, 45,132, 65,110,255
 69, 45, 44,  7, 36, 16, 27, 44,138, 61,110,255
122, 81, 35, 10, 39, 31, 50, 61,114, 61, 77,255
122,117, 18,  8, 30, 25, 39, 56,114, 60, 88,255
122,117, 18,  8, 30, 25, 39, 56,114, 60, 88,255
126, 98, 59, 10, 31, 17, 31, 57,128, 70,129,255
126, 98, 59, 10, 31, 17, 31, 57,128, 70,129,255
115, 90, 39, 10, 34, 21, 47, 62,102, 57, 62,255
 84, 91,  7,  6, 29,  4,  7, 50,112, 58, 48,255
136, 86, 64,  8, 34, 30, 39, 58,110, 68, 55,255
130, 69, 30, 40, 26, 10, 25, 70, 86, 67, 44,255
130, 69, 30, 40, 26, 10, 25, 70, 86, 67, 44,255
164, 76,101, 11, 47,  4,  4, 52, 65, 74,129,255
136, 61, 76, 15, 41,  3,  4, 53,110, 87,129,255
202, 32, 95,  7, 30,  4,  8, 64, 86, 64, 62,255
145, 64, 59,  5, 22,  5,  5, 54, 90, 57, 55,255
134, 47, 98,  8, 47,  7, 20, 53,100, 63,166,255
134, 47, 98,  8, 47,  7, 20, 53,100, 63,166,255
 88, 85, 43, 10, 24, 17, 63, 50, 98, 45, 51,255
 96, 81, 12,  5, 40, 13, 22, 42, 81, 42,110,255
 86, 96,  1,  7, 29, 14, 18, 45,122, 74,136,255
170,104, 81, 10, 50,  5,  8, 59, 88, 88,155,255
107, 59, 69,  5, 18,  4,  5, 37,124, 68,166,255
 84, 59, 49,  8, 30, 24, 30, 50,116, 60, 85,255
181, 69, 89,  9, 39, 23, 54, 67, 86,111,129,255
183, 34, 82,  6, 30,  9, 13, 61, 77,163, 66,255
177, 44, 76,  7, 24,  7,  8, 63, 79,137, 44,255
143, 57, 73,  8, 23,  3,  7, 49, 96, 93,121,255
149, 52, 72,  4, 46,  4,  4, 54,114, 75, 66,255
149, 52, 72,  4, 46,  4,  4, 54,114, 75, 66,255
170, 83, 76,  7, 30,  4, 15, 66, 79, 80, 99,255
 67,102,  0,  5, 24, 34, 33, 53,173, 84, 70,255
 59,124,  3,  8, 26, 14, 16, 41,170, 95,158,255
210, 69,102,  9, 35,  4,  5, 56, 59,101,147,255
122, 81, 47,  8, 33, 12, 23, 53, 77,100, 73,255
111,119,  0,  7, 35,  8, 12, 60,126, 91, 51,255
145,100, 33,  8, 41, 14, 16, 65,110,108, 70,255
111,121,  0,  7, 36,  8, 11, 60,124, 87, 51,255
 82, 99,  0,  7, 34,  6,  7, 50,108, 73, 48,255
204, 76,121, 16, 47, 19, 41, 72, 90, 78,184,255
 48, 22, 61,  3, 24, 34, 93, 20,104, 53,144,255
 61,113,  1,  7, 29, 14, 15, 41,164, 55,177,255
162, 56, 79,  9, 30, 24, 28, 63,106, 94,110,255
141, 57,101,  9, 45,  9, 13, 48,102, 75,136,255
170, 59,101,  9, 42,  7,  9, 63, 85, 90, 88,255
185, 50,101,  7, 33,  7, 20, 68, 88, 65, 66,255
 92,105, 35,  5, 38, 11, 44, 50, 92, 68, 51,255
101, 62, 47,  7, 32, 17, 25, 54,128, 98, 70,255
170, 85,101,  7, 26,  4, 18, 59, 65, 48, 73,255
183, 64, 96,  5, 26,  4,  5, 57, 53, 93, 81,255
189, 90,101, 20, 31,  5, 21, 74, 69, 73, 73,255
189, 90,101, 20, 31,  5, 21, 74, 69, 73, 73,255
130, 57, 76, 10, 41,  5,  8, 53,106,101,140,255
139, 84, 93,  7, 28,  8, 10, 63, 86, 67, 36,255
136, 44, 79,  8, 63, 12, 40, 62, 90, 60, 51,255
118, 32, 81,  7, 27,  4,  7, 44, 94,130,147,255
118, 32, 81,  7, 27,  4,  7, 44, 94,130,147,255
 65,116,  3,  6, 22, 30, 33, 51,168, 80, 70,255
 86, 27, 61,  3, 19,  8, 11, 47,118, 93, 25,255
111, 34, 73,  4, 24, 22, 23, 47,118,117, 96,255
 75, 79, 33,  6, 41,  9, 38, 43, 65, 58, 44,255
214, 56, 96, 12, 33,  4, 24, 70, 57, 84,103,255
162, 78,109, 14, 48,  4,  5, 55, 57, 87,140,255
162, 62, 76,  9, 29, 15, 24, 64,106,127,110,255
160, 92,101, 21, 33,  4, 10, 57, 77,110,195,255
 94, 57, 58,  7, 36, 20, 31, 53,116, 68,103,255
 94, 30, 64,  5, 30,  8, 12, 50, 96, 83, 51,255
 94, 30, 64,  5, 30,  8, 12, 50, 96, 83, 51,255
 94, 30, 64,  5, 30,  8, 12, 50, 96, 83, 51,255
208, 56,104,  8, 32, 14, 21, 70, 67, 83, 73,255
208, 56,104,  8, 32, 14, 21, 70, 67, 83, 73,255
 82, 73, 43,  5, 33, 19, 28, 53,138, 74, 44,255
 75, 93, 10,  7, 34,  8, 18, 53,140, 77, 62,255
 84, 78, 39,  5, 33, 19, 24, 54,136, 74, 44,255
 94, 98, 23,  5, 29, 14, 21, 49,116, 45, 59,255
 84, 64, 39,  5, 33, 19, 27, 54,140, 74, 44,255
122, 50, 47,  7, 36, 13, 25, 54, 92, 68, 73,255
 37,130,  7,  3, 15,  9, 48, 26,166, 85,181,255
120, 49, 79,  5, 30,  4, 11, 53, 90, 41, 55,255
 96, 99, 93,  5, 43, 10, 52, 48, 86, 45, 40,255
187, 88, 99,  6, 22,  4, 11, 61, 61, 50, 70,255
172, 49,116, 14, 24,  5, 18, 65, 98, 54,184,255
 59,111,  3, 28, 47, 59, 69, 60,148, 44, 70,255
 59,111,  3, 28, 47, 59, 69, 60,148, 44, 70,255
162, 86, 90,  7, 33, 10, 25, 57, 90, 61,110,255
162, 86, 90,  7, 33, 10, 25, 57, 90, 61,110,255
103,116, 33,  6, 23,  7, 21, 45, 75, 47, 51,255
 82, 30, 46,  4, 21, 16, 18, 38,112, 35,103,255
177, 68, 82,  7, 32, 15, 34, 63, 75, 55, 92,255
160, 88, 75,  8, 32,  7, 20, 60, 85, 58, 92,255
 82,103,  7,  8, 27, 12, 12, 50,106, 55, 40,255
103, 39, 70,  3, 21,  8, 11, 46,126, 77, 77,255
126, 61, 72,  7, 22,  7, 12, 54,102, 61,103,255
172, 52,101,  9, 35,  9, 14, 61, 90, 58,103,255
139, 44, 89, 12, 69,  4,  5, 48, 92, 68,121,255
183, 64, 75, 15, 25, 22, 25, 54, 65, 50, 59,255
109, 59, 52,  7, 30, 22, 47, 56,130, 57, 55,255
111, 62, 53,  7, 30, 19, 42, 56,130, 57, 55,255
 69,111, 24,  5, 38, 12, 41, 46,108, 60, 48,255
128, 54, 81, 23, 37,  4,  7, 56,108, 85,136,255
105, 74, 52,  8, 33, 20, 68, 54,106, 55, 55,255
101,109, 36, 23, 45, 26, 75, 70,118,121, 48,255
143, 68, 98,  6, 43,  4,  8, 48,106, 63,136,255
 67, 85, 18,  5, 34, 29, 69, 41,142, 37, 92,255
170, 50, 78,  5, 47,  5,  8, 61,102, 77, 88,255
